Isolates,Prediction,Observation,Antibiotic
11658_5#8,S,S,CXM
11658_5#90,S,S,CXM
11658_5#91,S,S,CXM
11658_5#92,S,S,CXM
11658_5#93,S,S,CXM
11658_5#94,S,S,CXM
11658_5#95,S,S,CXM
11658_5#96,S,S,CXM
11658_5#9,S,S,CXM
11658_6#10,R,R,CXM
11658_6#11,S,S,CXM
11658_6#12,S,S,CXM
11658_6#13,R,R,CXM
11658_6#14,S,S,CXM
11658_6#15,S,S,CXM
11658_6#16,R,R,CXM
11658_6#17,S,S,CXM
11658_6#18,S,S,CXM
11658_6#19,S,S,CXM
11658_6#1,S,S,CXM
11658_6#20,S,S,CXM
11658_6#21,S,S,CXM
11658_6#22,R,R,CXM
11658_6#23,S,S,CXM
11658_6#24,R,R,CXM
11658_6#25,R,R,CXM
11658_6#26,S,S,CXM
11658_6#27,S,S,CXM
11658_6#28,S,S,CXM
11658_6#29,S,S,CXM
11658_6#2,S,S,CXM
11658_6#30,S,S,CXM
11658_6#31,S,S,CXM
11658_6#32,S,S,CXM
11658_6#33,S,S,CXM
11658_6#34,R,S,CXM
11658_6#35,S,S,CXM
11658_6#36,S,S,CXM
11658_6#37,S,S,CXM
11658_6#38,S,S,CXM
11658_6#39,S,S,CXM
11658_6#3,S,S,CXM
11658_6#40,S,S,CXM
11658_6#41,S,R,CXM
11658_6#42,S,S,CXM
11658_6#44,S,S,CXM
11658_6#45,S,S,CXM
11658_6#47,S,S,CXM
11658_6#48,S,S,CXM
11658_6#49,R,R,CXM
11658_6#4,S,S,CXM
11658_6#50,S,S,CXM
11658_6#51,S,S,CXM
11658_6#52,S,S,CXM
11658_6#53,S,S,CXM
11658_6#54,S,S,CXM
11658_6#55,S,S,CXM
11658_6#56,S,S,CXM
11658_6#57,S,S,CXM
11658_6#58,S,S,CXM
11658_6#59,S,S,CXM
11658_6#5,S,S,CXM
11658_6#60,S,S,CXM
11658_6#61,S,S,CXM
11658_6#62,S,S,CXM
11658_6#63,S,S,CXM
11658_6#64,S,S,CXM
11658_6#65,S,S,CXM
11658_6#66,S,S,CXM
11658_6#67,S,S,CXM
11658_6#68,S,S,CXM
11658_6#69,S,S,CXM
11658_6#6,S,S,CXM
11658_6#70,S,S,CXM
11658_6#71,S,S,CXM
11658_6#72,S,S,CXM
11658_6#73,S,S,CXM
11658_6#74,S,S,CXM
11658_6#75,S,S,CXM
11658_6#76,S,S,CXM
11658_6#77,S,S,CXM
11658_6#78,S,S,CXM
11658_6#79,R,R,CXM
11658_6#7,S,S,CXM
11658_6#80,S,S,CXM
11658_6#81,R,R,CXM
11658_6#82,S,S,CXM
11658_6#83,S,S,CXM
11658_6#84,S,S,CXM
11658_6#85,S,S,CXM
11658_6#86,S,S,CXM
11658_6#87,S,S,CXM
11658_6#88,R,R,CXM
11658_6#89,S,S,CXM
11658_6#8,S,S,CXM
11658_6#90,S,S,CXM
11658_6#91,R,R,CXM
11658_6#92,R,R,CXM
11658_6#93,S,S,CXM
11658_6#94,S,S,CXM
11658_6#95,S,S,CXM
11658_6#96,R,R,CXM
11658_6#9,S,S,CXM
11658_7#10,S,S,CXM
11658_7#11,S,S,CXM
11658_7#13,R,R,CXM
11658_7#14,R,R,CXM
11658_7#15,R,R,CXM
11658_7#16,R,S,CXM
11658_7#17,S,S,CXM
11658_7#18,S,S,CXM
11658_7#19,S,S,CXM
11658_7#1,S,S,CXM
11658_7#20,S,S,CXM
11658_7#21,S,S,CXM
11658_7#22,S,S,CXM
11658_7#23,R,R,CXM
11658_7#24,S,S,CXM
11658_7#25,S,S,CXM
11658_7#26,R,R,CXM
11658_7#27,S,S,CXM
11658_7#28,S,S,CXM
11658_7#29,S,S,CXM
11658_7#2,S,S,CXM
11658_7#30,R,R,CXM
11658_7#31,S,S,CXM
11658_7#32,S,S,CXM
11658_7#33,R,R,CXM
11658_7#34,S,S,CXM
11658_7#35,R,R,CXM
11658_7#36,S,S,CXM
11658_7#39,S,S,CXM
11658_7#3,S,S,CXM
11658_7#40,S,S,CXM
11658_7#41,S,S,CXM
11658_7#42,R,R,CXM
11658_7#43,R,R,CXM
11658_7#44,S,S,CXM
11658_7#45,S,S,CXM
11658_7#46,S,S,CXM
11658_7#47,S,S,CXM
11658_7#48,S,S,CXM
11658_7#49,S,S,CXM
11658_7#4,S,S,CXM
11658_7#50,S,S,CXM
11658_7#51,S,S,CXM
11658_7#52,S,S,CXM
11658_7#53,R,R,CXM
11658_7#54,S,S,CXM
11658_7#55,R,R,CXM
11658_7#56,S,S,CXM
11658_7#57,S,S,CXM
11658_7#58,S,R,CXM
11658_7#59,R,R,CXM
11658_7#5,S,S,CXM
11658_7#60,S,S,CXM
11658_7#62,S,S,CXM
11658_7#63,S,S,CXM
11658_7#64,R,R,CXM
11658_7#65,R,R,CXM
11658_7#66,R,R,CXM
11658_7#67,S,S,CXM
11658_7#68,S,S,CXM
11658_7#69,S,S,CXM
11658_7#6,S,S,CXM
11658_7#70,S,S,CXM
11658_7#71,S,S,CXM
11658_7#72,S,S,CXM
11658_7#73,S,S,CXM
11658_7#74,S,S,CXM
11658_7#75,S,S,CXM
11658_7#76,S,S,CXM
11658_7#77,S,S,CXM
11658_7#78,R,R,CXM
11658_7#79,S,S,CXM
11658_7#7,R,R,CXM
11658_7#80,S,S,CXM
11658_7#81,S,S,CXM
11658_7#82,S,S,CXM
11658_7#83,S,S,CXM
11658_7#84,S,S,CXM
11658_7#85,R,R,CXM
11658_7#86,R,R,CXM
11658_7#87,S,S,CXM
11658_7#88,S,S,CXM
11658_7#89,S,S,CXM
11658_7#8,S,S,CXM
11658_7#90,S,S,CXM
11658_7#91,S,S,CXM
11658_7#92,S,S,CXM
11658_7#93,R,R,CXM
11658_7#94,S,S,CXM
11658_7#95,S,S,CXM
11658_7#96,S,S,CXM
11658_7#9,S,S,CXM
11658_8#24,S,S,CXM
11658_8#25,S,S,CXM
11658_8#26,S,S,CXM
11658_8#27,S,S,CXM
11658_8#28,S,S,CXM
11658_8#29,S,S,CXM
11658_8#30,R,R,CXM
11658_8#31,S,S,CXM
11658_8#32,S,S,CXM
11658_8#33,R,R,CXM
11658_8#34,S,S,CXM
11658_8#35,S,S,CXM
11658_8#36,R,R,CXM
11658_8#37,S,S,CXM
11658_8#38,S,S,CXM
11658_8#39,S,S,CXM
11658_8#40,S,S,CXM
11658_8#41,S,S,CXM
11658_8#42,S,S,CXM
11658_8#43,S,S,CXM
11658_8#44,S,S,CXM
11658_8#45,S,S,CXM
11658_8#46,S,S,CXM
11658_8#47,S,S,CXM
11658_8#48,S,S,CXM
11658_8#49,S,S,CXM
11658_8#50,S,S,CXM
11658_8#51,S,S,CXM
11658_8#52,R,S,CXM
11658_8#53,S,S,CXM
11658_8#54,S,S,CXM
11658_8#55,R,R,CXM
11658_8#56,S,S,CXM
11658_8#57,S,S,CXM
11658_8#58,S,S,CXM
11658_8#59,S,S,CXM
11658_8#60,S,S,CXM
11658_8#61,S,S,CXM
11658_8#62,S,S,CXM
11658_8#63,S,S,CXM
11658_8#64,S,S,CXM
11658_8#65,S,S,CXM
11658_8#66,S,S,CXM
11658_8#67,S,S,CXM
11658_8#68,S,S,CXM
11658_8#69,S,S,CXM
11658_8#70,S,S,CXM
11658_8#71,S,S,CXM
11658_8#72,S,S,CXM
11658_8#73,S,S,CXM
11658_8#74,S,S,CXM
11658_8#75,S,S,CXM
11658_8#76,S,S,CXM
11658_8#77,S,S,CXM
11658_8#78,S,S,CXM
11658_8#79,S,S,CXM
11658_8#80,S,S,CXM
11658_8#81,S,S,CXM
11658_8#82,S,S,CXM
11658_8#83,S,S,CXM
11658_8#84,R,R,CXM
11658_8#85,S,S,CXM
11658_8#86,S,S,CXM
11658_8#87,S,S,CXM
11658_8#88,S,S,CXM
11658_8#89,S,S,CXM
11658_8#90,S,S,CXM
11658_8#91,S,S,CXM
11658_8#92,S,S,CXM
11658_8#93,R,R,CXM
11658_8#94,R,R,CXM
11658_8#95,S,S,CXM
11658_8#96,S,S,CXM
11679_4#10,S,S,CXM
11679_4#11,S,S,CXM
11679_4#12,S,S,CXM
11679_4#13,S,S,CXM
11679_4#14,S,S,CXM
11679_4#15,S,S,CXM
11679_4#16,S,S,CXM
11679_4#17,S,S,CXM
11679_4#18,S,S,CXM
11679_4#19,S,S,CXM
11679_4#1,R,R,CXM
11679_4#20,R,R,CXM
11679_4#21,S,S,CXM
11679_4#22,S,S,CXM
11679_4#23,S,S,CXM
11679_4#24,S,S,CXM
11679_4#25,S,S,CXM
11679_4#26,S,S,CXM
11679_4#27,S,S,CXM
11679_4#28,S,S,CXM
11679_4#29,S,S,CXM
11679_4#2,S,S,CXM
11679_4#30,S,S,CXM
11679_4#31,S,S,CXM
11679_4#32,S,S,CXM
11679_4#33,S,S,CXM
11679_4#34,S,S,CXM
11679_4#35,S,S,CXM
11679_4#36,S,S,CXM
11679_4#37,S,S,CXM
11679_4#38,S,R,CXM
11679_4#39,R,R,CXM
11679_4#3,S,S,CXM
11679_4#40,S,S,CXM
11679_4#41,S,S,CXM
11679_4#42,S,S,CXM
11679_4#43,S,S,CXM
11679_4#44,S,S,CXM
11679_4#45,S,S,CXM
11679_4#46,S,S,CXM
11679_4#47,S,S,CXM
11679_4#48,S,S,CXM
11679_4#49,S,S,CXM
11679_4#4,S,S,CXM
11679_4#50,R,R,CXM
11679_4#52,R,R,CXM
11679_4#53,R,R,CXM
11679_4#54,R,R,CXM
11679_4#55,S,S,CXM
11679_4#56,R,R,CXM
11679_4#57,S,R,CXM
11679_4#58,S,S,CXM
11679_4#59,S,S,CXM
11679_4#5,S,S,CXM
11679_4#60,S,S,CXM
11679_4#61,R,R,CXM
11679_4#62,S,S,CXM
11679_4#63,S,S,CXM
11679_4#64,S,S,CXM
11679_4#65,S,S,CXM
11679_4#66,S,S,CXM
11679_4#67,S,S,CXM
11679_4#68,S,S,CXM
11679_4#69,S,S,CXM
11679_4#6,S,S,CXM
11679_4#70,S,S,CXM
11679_4#71,S,S,CXM
11679_4#72,R,R,CXM
11679_4#73,S,S,CXM
11679_4#74,S,S,CXM
11679_4#75,S,S,CXM
11679_4#76,S,S,CXM
11679_4#77,S,S,CXM
11679_4#78,S,S,CXM
11679_4#79,S,S,CXM
11679_4#7,S,S,CXM
11679_4#80,S,S,CXM
11679_4#81,S,S,CXM
11679_4#82,S,S,CXM
11679_4#83,S,S,CXM
11679_4#84,S,S,CXM
11679_4#85,S,S,CXM
11679_4#86,S,S,CXM
11679_4#87,S,S,CXM
11679_4#88,S,S,CXM
11679_4#89,R,R,CXM
11679_4#8,R,R,CXM
11679_4#90,S,S,CXM
11679_4#91,R,R,CXM
11679_4#92,R,R,CXM
11679_4#93,S,S,CXM
11679_4#94,S,S,CXM
11679_4#95,R,R,CXM
11679_4#96,S,S,CXM
11679_4#9,S,S,CXM
11679_5#10,S,S,CXM
11679_5#11,S,S,CXM
11679_5#12,S,S,CXM
11679_5#13,S,S,CXM
11679_5#14,S,S,CXM
11679_5#15,S,S,CXM
11679_5#16,R,R,CXM
11679_5#17,R,R,CXM
11679_5#18,S,S,CXM
11679_5#19,S,S,CXM
11679_5#1,S,S,CXM
11679_5#20,S,S,CXM
11679_5#21,R,R,CXM
11679_5#22,S,S,CXM
11679_5#23,S,S,CXM
11679_5#24,S,S,CXM
11679_5#25,S,S,CXM
11679_5#26,S,S,CXM
11679_5#27,S,S,CXM
11679_5#28,S,S,CXM
11679_5#29,S,S,CXM
11679_5#2,R,R,CXM
11679_5#30,S,S,CXM
11679_5#31,S,R,CXM
11679_5#32,S,S,CXM
11679_5#33,S,S,CXM
11679_5#34,S,S,CXM
11679_5#35,R,R,CXM
11679_5#36,R,R,CXM
11679_5#37,S,S,CXM
11679_5#38,S,S,CXM
11679_5#39,S,S,CXM
11679_5#3,S,S,CXM
11679_5#40,S,S,CXM
11679_5#41,S,S,CXM
11679_5#42,R,R,CXM
11679_5#43,S,S,CXM
11679_5#44,R,R,CXM
11679_5#45,S,S,CXM
11679_5#46,R,R,CXM
11679_5#47,S,S,CXM
11679_5#48,S,S,CXM
11679_5#49,S,S,CXM
11679_5#4,S,S,CXM
11679_5#50,S,S,CXM
11679_5#51,S,S,CXM
11679_5#52,S,S,CXM
11679_5#53,S,S,CXM
11679_5#54,S,S,CXM
11679_5#55,S,S,CXM
11679_5#56,S,S,CXM
11679_5#57,S,S,CXM
11679_5#58,S,S,CXM
11679_5#59,S,S,CXM
11679_5#5,S,S,CXM
11679_5#60,S,S,CXM
11679_5#61,S,S,CXM
11679_5#62,S,S,CXM
11679_5#63,S,S,CXM
11679_5#64,S,S,CXM
11679_5#65,S,S,CXM
11679_5#66,S,S,CXM
11679_5#67,S,S,CXM
11679_5#68,R,R,CXM
11679_5#69,S,S,CXM
11679_5#6,S,S,CXM
11679_5#70,S,S,CXM
11679_5#71,S,S,CXM
11679_5#72,S,S,CXM
11679_5#73,S,S,CXM
11679_5#74,S,S,CXM
11679_5#75,S,S,CXM
11679_5#76,S,S,CXM
11679_5#77,S,S,CXM
11679_5#78,S,S,CXM
11679_5#79,S,S,CXM
11679_5#7,S,S,CXM
11679_5#80,S,S,CXM
11679_5#81,S,S,CXM
11679_5#82,S,S,CXM
11679_5#83,S,S,CXM
11679_5#84,S,S,CXM
11679_5#85,S,S,CXM
11679_5#86,S,S,CXM
11679_5#87,S,S,CXM
11679_5#88,S,S,CXM
11679_5#89,S,S,CXM
11679_5#8,S,S,CXM
11679_5#90,S,S,CXM
11679_5#91,S,S,CXM
11679_5#92,S,S,CXM
11679_5#93,R,R,CXM
11679_5#94,R,R,CXM
11679_5#95,S,S,CXM
11679_5#96,S,S,CXM
11679_5#9,S,S,CXM
11679_6#10,S,S,CXM
11679_6#11,R,R,CXM
11679_6#12,S,S,CXM
11679_6#13,S,S,CXM
11679_6#14,S,S,CXM
11679_6#15,S,S,CXM
11679_6#18,S,S,CXM
11679_6#19,S,S,CXM
11679_6#1,S,S,CXM
11679_6#20,S,S,CXM
11679_6#21,R,R,CXM
11679_6#22,S,S,CXM
11679_6#23,S,S,CXM
11679_6#24,S,S,CXM
11679_6#25,S,S,CXM
11679_6#26,S,S,CXM
11679_6#27,S,S,CXM
11679_6#28,S,S,CXM
11679_6#29,S,S,CXM
11679_6#2,S,S,CXM
11679_6#30,S,S,CXM
11679_6#31,S,S,CXM
11679_6#32,S,S,CXM
11679_6#33,S,S,CXM
11679_6#34,S,S,CXM
11679_6#35,S,S,CXM
11679_6#36,S,S,CXM
11679_6#37,S,S,CXM
11679_6#38,S,S,CXM
11679_6#39,S,S,CXM
11679_6#3,S,S,CXM
11679_6#40,S,S,CXM
11679_6#41,S,S,CXM
11679_6#42,S,S,CXM
11679_6#43,S,S,CXM
11679_6#44,S,S,CXM
11679_6#45,S,S,CXM
11679_6#46,R,R,CXM
11679_6#47,R,R,CXM
11679_6#48,S,S,CXM
11679_6#49,S,S,CXM
11679_6#4,S,S,CXM
11679_6#50,S,S,CXM
11679_6#51,S,S,CXM
11679_6#52,S,R,CXM
11679_6#53,S,S,CXM
11679_6#54,S,S,CXM
11679_6#55,S,S,CXM
11679_6#56,S,S,CXM
11679_6#57,S,S,CXM
11679_6#58,S,S,CXM
11679_6#59,R,R,CXM
11679_6#5,R,R,CXM
11679_6#60,S,S,CXM
11679_6#61,S,S,CXM
11679_6#62,S,S,CXM
11679_6#63,S,S,CXM
11679_6#64,S,S,CXM
11679_6#65,S,S,CXM
11679_6#66,S,S,CXM
11679_6#67,R,R,CXM
11679_6#68,S,S,CXM
11679_6#69,S,S,CXM
11679_6#70,S,S,CXM
11679_6#71,S,S,CXM
11679_6#72,R,R,CXM
11679_6#73,S,S,CXM
11679_6#74,S,S,CXM
11679_6#75,S,S,CXM
11679_6#76,S,S,CXM
11679_6#77,S,S,CXM
11679_6#78,S,S,CXM
11679_6#79,S,S,CXM
11679_6#7,S,S,CXM
11679_6#80,S,S,CXM
11679_6#81,S,S,CXM
11679_6#82,S,S,CXM
11679_6#83,R,R,CXM
11679_6#84,S,S,CXM
11679_6#85,S,S,CXM
11679_6#86,S,S,CXM
11679_6#87,S,S,CXM
11679_6#88,S,S,CXM
11679_6#89,S,S,CXM
11679_6#8,S,S,CXM
11679_6#90,S,S,CXM
11679_6#91,S,S,CXM
11679_6#92,R,R,CXM
11679_6#93,R,R,CXM
11679_6#94,R,R,CXM
11679_6#95,R,R,CXM
11679_6#96,S,S,CXM
11679_6#9,S,S,CXM
11679_7#10,S,S,CXM
11679_7#11,S,S,CXM
11679_7#12,S,S,CXM
11679_7#13,S,S,CXM
11679_7#14,S,S,CXM
11679_7#15,S,S,CXM
11679_7#16,S,S,CXM
11679_7#17,S,S,CXM
11679_7#18,S,S,CXM
11679_7#19,S,S,CXM
11679_7#1,S,S,CXM
11679_7#20,S,S,CXM
11679_7#21,S,S,CXM
11679_7#22,S,S,CXM
11679_7#23,S,S,CXM
11679_7#24,S,S,CXM
11679_7#26,S,S,CXM
11679_7#27,R,R,CXM
11679_7#28,S,S,CXM
11679_7#29,S,S,CXM
11679_7#2,S,S,CXM
11679_7#30,S,S,CXM
11679_7#31,R,R,CXM
11679_7#32,S,S,CXM
11679_7#34,S,S,CXM
11679_7#35,S,S,CXM
11679_7#36,S,S,CXM
11679_7#37,S,S,CXM
11679_7#38,S,S,CXM
11679_7#39,S,S,CXM
11679_7#40,S,S,CXM
11679_7#41,S,R,CXM
11679_7#42,R,R,CXM
11679_7#43,S,S,CXM
11679_7#44,R,R,CXM
11679_7#45,S,S,CXM
11679_7#46,S,S,CXM
11679_7#47,S,S,CXM
11679_7#48,S,S,CXM
11679_7#49,S,S,CXM
11679_7#4,R,R,CXM
11679_7#50,S,S,CXM
11679_7#51,S,S,CXM
11679_7#52,S,S,CXM
11679_7#53,R,R,CXM
11679_7#54,R,R,CXM
11679_7#55,S,S,CXM
11679_7#56,S,S,CXM
11679_7#57,S,S,CXM
11679_7#58,S,S,CXM
11679_7#59,S,S,CXM
11679_7#5,R,R,CXM
11679_7#60,S,S,CXM
11679_7#61,R,R,CXM
11679_7#62,S,S,CXM
11679_7#63,S,R,CXM
11679_7#64,S,S,CXM
11679_7#65,S,S,CXM
11679_7#66,S,S,CXM
11679_7#67,S,S,CXM
11679_7#68,S,S,CXM
11679_7#69,S,S,CXM
11679_7#6,S,S,CXM
11679_7#70,R,R,CXM
11679_7#71,R,R,CXM
11679_7#72,S,S,CXM
11679_7#73,S,S,CXM
11679_7#74,S,S,CXM
11679_7#75,S,S,CXM
11679_7#76,S,S,CXM
11679_7#77,S,S,CXM
11679_7#78,S,S,CXM
11679_7#79,S,S,CXM
11679_7#80,S,S,CXM
11679_7#81,S,S,CXM
11679_7#82,R,R,CXM
11679_7#83,S,S,CXM
11679_7#84,R,R,CXM
11679_7#85,S,S,CXM
11679_7#86,S,S,CXM
11679_7#87,S,S,CXM
11679_7#88,S,S,CXM
11679_7#89,S,S,CXM
11679_7#8,S,S,CXM
11679_7#90,S,S,CXM
11679_7#91,S,S,CXM
11679_7#92,S,S,CXM
11679_7#93,S,S,CXM
11679_7#94,S,S,CXM
11679_7#95,R,R,CXM
11679_7#96,S,S,CXM
11679_7#9,S,S,CXM
11679_8#10,S,S,CXM
11679_8#11,R,R,CXM
11679_8#12,S,S,CXM
11679_8#13,S,S,CXM
11679_8#14,S,S,CXM
11679_8#15,S,S,CXM
11679_8#16,S,S,CXM
11679_8#17,S,S,CXM
11679_8#18,S,S,CXM
11679_8#19,S,S,CXM
11679_8#1,S,S,CXM
11679_8#20,S,S,CXM
11679_8#21,S,S,CXM
11679_8#22,S,S,CXM
11679_8#23,S,S,CXM
11679_8#24,S,S,CXM
11679_8#25,S,S,CXM
11679_8#26,S,S,CXM
11679_8#27,S,S,CXM
11679_8#28,S,S,CXM
11679_8#29,S,S,CXM
11679_8#2,S,S,CXM
11679_8#30,S,S,CXM
11679_8#31,S,S,CXM
11679_8#32,S,S,CXM
11679_8#33,R,R,CXM
11679_8#34,S,S,CXM
11679_8#35,S,S,CXM
11679_8#36,S,S,CXM
11679_8#37,S,S,CXM
11679_8#38,S,S,CXM
11679_8#39,S,S,CXM
11679_8#3,R,R,CXM
11679_8#40,S,S,CXM
11679_8#41,S,S,CXM
11679_8#42,S,S,CXM
11679_8#43,S,S,CXM
11679_8#44,S,S,CXM
11679_8#45,S,S,CXM
11679_8#46,S,S,CXM
11679_8#47,S,S,CXM
11679_8#48,S,S,CXM
11679_8#49,S,S,CXM
11679_8#4,S,S,CXM
11679_8#50,S,S,CXM
11679_8#52,S,S,CXM
11679_8#53,S,S,CXM
11679_8#54,S,S,CXM
11679_8#55,R,R,CXM
11679_8#56,S,S,CXM
11679_8#57,S,S,CXM
11679_8#58,S,S,CXM
11679_8#59,S,S,CXM
11679_8#5,S,S,CXM
11679_8#60,S,S,CXM
11679_8#61,S,S,CXM
11679_8#62,S,S,CXM
11679_8#63,S,S,CXM
11679_8#64,R,R,CXM
11679_8#65,S,S,CXM
11679_8#66,S,S,CXM
11679_8#67,S,S,CXM
11679_8#68,S,S,CXM
11679_8#69,S,S,CXM
11679_8#6,S,S,CXM
11679_8#70,S,S,CXM
11679_8#71,S,S,CXM
11679_8#72,S,S,CXM
11679_8#73,S,S,CXM
11679_8#74,S,S,CXM
11679_8#75,S,S,CXM
11679_8#76,R,R,CXM
11679_8#77,S,S,CXM
11679_8#78,S,S,CXM
11679_8#79,S,S,CXM
11679_8#7,S,S,CXM
11679_8#80,R,R,CXM
11679_8#81,S,S,CXM
11679_8#82,S,S,CXM
11679_8#83,S,R,CXM
11679_8#84,S,S,CXM
11679_8#85,S,S,CXM
11679_8#86,S,S,CXM
11679_8#87,S,S,CXM
11679_8#88,S,S,CXM
11679_8#89,S,S,CXM
11679_8#8,S,S,CXM
11679_8#90,S,S,CXM
11679_8#91,S,S,CXM
11679_8#92,S,S,CXM
11679_8#93,S,S,CXM
11679_8#94,R,R,CXM
11679_8#95,S,S,CXM
11679_8#96,S,S,CXM
11679_8#9,S,R,CXM
11791_3#10,S,S,CXM
11791_3#11,S,S,CXM
11791_3#12,S,S,CXM
11791_3#13,S,S,CXM
11791_3#14,S,S,CXM
11791_3#15,S,S,CXM
11791_3#16,R,R,CXM
11791_3#17,S,S,CXM
11791_3#18,S,S,CXM
11791_3#19,S,S,CXM
11791_3#1,S,S,CXM
11791_3#20,S,S,CXM
11791_3#21,R,R,CXM
11791_3#22,S,S,CXM
11791_3#23,S,S,CXM
11791_3#24,S,S,CXM
11791_3#25,S,S,CXM
11791_3#26,R,R,CXM
11791_3#27,S,S,CXM
11791_3#28,S,S,CXM
11791_3#29,S,S,CXM
11791_3#2,S,S,CXM
11791_3#30,S,S,CXM
11791_3#31,S,S,CXM
11791_3#32,S,S,CXM
11791_3#33,S,S,CXM
11791_3#34,S,S,CXM
11791_3#35,S,S,CXM
11791_3#36,S,S,CXM
11791_3#37,S,S,CXM
11791_3#38,S,S,CXM
11791_3#39,S,S,CXM
11791_3#3,S,S,CXM
11791_3#40,S,S,CXM
11791_3#41,S,S,CXM
11791_3#42,S,S,CXM
11791_3#43,R,R,CXM
11791_3#44,S,S,CXM
11791_3#45,S,S,CXM
11791_3#46,S,S,CXM
11791_3#47,S,S,CXM
11791_3#48,S,S,CXM
11791_3#49,R,R,CXM
11791_3#4,S,S,CXM
11791_3#50,S,S,CXM
11791_3#51,S,S,CXM
11791_3#52,S,S,CXM
11791_3#53,S,S,CXM
11791_3#54,S,S,CXM
11791_3#55,S,R,CXM
11791_3#56,S,S,CXM
11791_3#57,R,R,CXM
11791_3#58,S,S,CXM
11791_3#59,S,S,CXM
11791_3#5,S,S,CXM
11791_3#60,S,S,CXM
11791_3#61,R,R,CXM
11791_3#62,S,S,CXM
11791_3#63,S,S,CXM
11791_3#64,S,S,CXM
11791_3#65,S,S,CXM
11791_3#66,S,S,CXM
11791_3#67,S,S,CXM
11791_3#68,S,S,CXM
11791_3#69,S,R,CXM
11791_3#6,S,S,CXM
11791_3#70,R,R,CXM
11791_3#71,S,S,CXM
11791_3#72,S,S,CXM
11791_3#73,S,S,CXM
11791_3#74,S,S,CXM
11791_3#75,S,S,CXM
11791_3#76,S,S,CXM
11791_3#77,R,R,CXM
11791_3#78,S,R,CXM
11791_3#79,S,S,CXM
11791_3#7,S,S,CXM
11791_3#80,S,S,CXM
11791_3#81,S,S,CXM
11791_3#82,S,S,CXM
11791_3#83,S,S,CXM
11791_3#84,S,S,CXM
11791_3#85,S,S,CXM
11791_3#86,S,S,CXM
11791_3#87,S,S,CXM
11791_3#88,S,S,CXM
11791_3#89,S,S,CXM
11791_3#8,S,S,CXM
11791_3#90,S,S,CXM
11791_3#91,S,S,CXM
11791_3#92,S,S,CXM
11791_3#93,R,R,CXM
11791_3#94,S,S,CXM
11791_3#95,R,R,CXM
11791_3#96,S,S,CXM
11791_3#9,S,S,CXM
11791_6#10,S,S,CXM
11791_6#11,S,S,CXM
11791_6#12,S,S,CXM
11791_6#13,S,S,CXM
11791_6#14,R,R,CXM
11791_6#15,S,S,CXM
11791_6#16,S,S,CXM
11791_6#17,S,S,CXM
11791_6#18,S,S,CXM
11791_6#19,S,S,CXM
11791_6#1,S,S,CXM
11791_6#20,S,S,CXM
11791_6#21,S,S,CXM
11791_6#22,S,S,CXM
11791_6#23,S,S,CXM
11791_6#24,R,R,CXM
11791_6#25,S,S,CXM
11791_6#26,S,S,CXM
11791_6#27,S,R,CXM
11791_6#28,S,S,CXM
11791_6#29,R,R,CXM
11791_6#2,S,S,CXM
11791_6#30,R,R,CXM
11791_6#32,R,S,CXM
11791_6#33,S,S,CXM
11791_6#34,S,S,CXM
11791_6#35,R,R,CXM
11791_6#36,S,S,CXM
11791_6#37,S,S,CXM
11791_6#38,S,S,CXM
11791_6#39,S,S,CXM
11791_6#3,S,S,CXM
11791_6#4,S,S,CXM
11791_6#5,S,S,CXM
11791_6#6,S,S,CXM
11791_6#7,R,R,CXM
11791_6#9,S,S,CXM
11791_7#10,S,S,CXM
11791_7#11,S,S,CXM
11791_7#12,S,S,CXM
11791_7#13,S,S,CXM
11791_7#14,S,S,CXM
11791_7#15,S,S,CXM
11791_7#16,S,S,CXM
11791_7#17,S,S,CXM
11791_7#18,S,S,CXM
11791_7#19,S,S,CXM
11791_7#1,S,S,CXM
11791_7#20,S,S,CXM
11791_7#21,S,S,CXM
11791_7#22,S,S,CXM
11791_7#23,S,S,CXM
11791_7#24,S,S,CXM
11791_7#25,S,S,CXM
11791_7#26,S,S,CXM
11791_7#27,R,R,CXM
11791_7#28,S,S,CXM
11791_7#29,S,S,CXM
11791_7#2,S,S,CXM
11791_7#30,S,S,CXM
11791_7#32,S,S,CXM
11791_7#33,S,S,CXM
11791_7#34,S,S,CXM
11791_7#35,S,S,CXM
11791_7#36,S,S,CXM
11791_7#37,S,S,CXM
11791_7#38,S,S,CXM
11791_7#39,S,S,CXM
11791_7#3,S,S,CXM
11791_7#40,S,S,CXM
11791_7#41,S,S,CXM
11791_7#42,R,R,CXM
11791_7#44,S,S,CXM
11791_7#45,S,S,CXM
11791_7#46,S,S,CXM
11791_7#47,S,S,CXM
11791_7#48,S,S,CXM
11791_7#49,S,S,CXM
11791_7#4,S,S,CXM
11791_7#50,R,R,CXM
11791_7#51,S,S,CXM
11791_7#52,S,S,CXM
11791_7#53,S,S,CXM
11791_7#54,S,S,CXM
11791_7#55,R,R,CXM
11791_7#56,S,S,CXM
11791_7#57,S,S,CXM
11791_7#58,R,R,CXM
11791_7#59,S,R,CXM
11791_7#5,S,S,CXM
11791_7#60,R,R,CXM
11791_7#61,S,S,CXM
11791_7#62,S,S,CXM
11791_7#63,S,S,CXM
11791_7#64,S,S,CXM
11791_7#65,S,S,CXM
